ClusterID,Coordinate_1,Coordinate_2,Coordinate_3,Coordinate_4,Coordinate_5,Coordinate_6,Coordinate_7,Coordinate_8,Coordinate_9,Coordinate_10
CLuster-1,57.8105,14.1527,128.8968,26.4113,-60.7293,87.6075,-74.0326,-36.2158,-115.2609,-52.4591
CLuster-1,61.5825,12.5325,133.3937,27.3152,-62.6979,81.3244,-72.8104,-29.3873,-110.4561,-52.6459
CLuster-1,60.8392,12.0661,134.7739,27.9069,-60.5662,88.2121,-74.0658,-36.0168,-112.5102,-53.6093
CLuster-1,57.7213,9.2094,133.6061,26.5814,-65.5253,84.4487,-78.1609,-33.3409,-114.7687,-57.2687
CLuster-1,59.7286,11.5777,127.6407,27.9285,-60.2509,80.9060,-72.4693,-30.8338,-106.8656,-50.8102
CLuster-1,60.8927,10.4764,133.0546,26.5812,-62.3209,83.3851,-76.6580,-36.3347,-113.5247,-54.2732
CLuster-1,57.7689,12.5606,127.1267,25.5480,-63.7634,83.7653,-76.1969,-34.6645,-114.6342,-55.1160
CLuster-1,61.0370,13.1090,129.5809,28.4285,-58.3538,84.9935,-74.3098,-37.2862,-105.8756,-49.6493
CLuster-1,59.5627,6.9621,131.1795,25.7843,-62.1049,72.0660,-73.6287,-31.4689,-111.7140,-49.1163
CLuster-1,62.5743,10.0783,132.4297,33.1593,-60.9794,79.9030,-80.3826,-32.2471,-103.0480,-49.9200
CLuster-1,57.8461,16.2905,132.1246,29.8733,-60.8441,87.6588,-70.4742,-30.5312,-108.0520,-47.6823
CLuster-1,62.1860,15.1105,133.7060,28.7987,-66.3347,79.2565,-81.2989,-34.5712,-108.1891,-52.4615
CLuster-1,67.6744,19.7015,132.6939,28.0622,-62.2063,84.9756,-78.4419,-41.2568,-106.3774,-50.1400
CLuster-1,60.9496,19.0494,134.8699,31.8641,-65.7060,80.1459,-81.5116,-34.0757,-108.2805,-48.0994
CLuster-1,63.2459,11.3868,133.3575,24.9584,-60.3207,79.3142,-75.0581,-37.2518,-106.6255,-51.4996
CLuster-1,59.6144,15.1666,130.8825,32.9605,-69.0439,84.6506,-82.4951,-28.3984,-112.8255,-54.4403
CLuster-1,59.7926,14.5115,136.0087,29.1955,-67.5281,85.5696,-83.0579,-34.5413,-111.4550,-56.7036
CLuster-1,59.8435,13.1811,134.2664,30.0107,-60.5635,84.5855,-75.1852,-34.4664,-110.0473,-48.7370
CLuster-1,62.7093,10.4045,133.1606,24.4441,-60.6359,77.2568,-72.7513,-34.7237,-112.0352,-51.1985
CLuster-1,52.9183,12.3538,132.9917,28.2602,-64.5274,84.1250,-74.8677,-30.2046,-114.3759,-51.4685
CLuster-1,64.1464,11.3071,131.8852,27.4236,-63.8366,79.0334,-78.6834,-34.4512,-108.0703,-54.1694
CLuster-1,60.1134,13.9952,128.0951,28.8737,-64.7723,78.5450,-75.1673,-29.1258,-108.7250,-47.8704
CLuster-1,55.3186,12.2425,127.5810,32.4441,-61.3248,92.0017,-73.8615,-31.9407,-112.2924,-48.8154
CLuster-1,55.6950,8.3188,130.1295,27.3808,-66.0665,83.8240,-77.5258,-29.6839,-115.3836,-55.4901
CLuster-1,63.3261,10.2939,137.3973,24.4755,-70.5338,70.2781,-79.8633,-31.7695,-111.6896,-52.4394
CLuster-1,55.2237,11.1502,134.5542,31.6985,-57.7331,87.2730,-72.5832,-36.0898,-110.8404,-44.7200
CLuster-1,54.5296,11.7741,135.0306,32.1055,-65.3221,86.4326,-78.0752,-29.0490,-114.7594,-53.0245
CLuster-1,62.0488,5.8150,129.2248,31.3236,-59.6209,82.7752,-76.3665,-35.5757,-107.8392,-51.7217
CLuster-1,62.9315,17.3729,129.6276,29.4976,-62.5070,87.1641,-80.7164,-40.9610,-110.5866,-52.2075
CLuster-1,65.3802,14.2919,131.3957,26.2798,-57.2572,80.4210,-73.3044,-41.6756,-105.6418,-48.5438
CLuster-1,60.0927,10.2139,132.2204,26.8538,-62.1810,80.6320,-71.7015,-30.7145,-110.1915,-50.9883
CLuster-1,58.5243,9.2997,133.5016,26.6477,-58.7509,84.6916,-67.1585,-31.3318,-112.3139,-48.5930
CLuster-1,59.5695,9.2257,133.8154,25.9884,-65.4002,79.8942,-78.9672,-35.3145,-113.5239,-54.2420
CLuster-1,60.2693,7.8160,130.0394,26.5674,-59.3312,77.7205,-71.2676,-33.5414,-107.5989,-47.0122
CLuster-1,59.3229,8.1297,132.4133,28.2403,-59.2183,84.5101,-72.6594,-33.6650,-111.1153,-53.3408
CLuster-1,63.9110,16.1572,130.5684,28.1382,-65.8179,78.8173,-76.6794,-29.5162,-107.2681,-50.0944
CLuster-1,60.6588,12.9945,132.7782,27.1639,-65.8059,78.9394,-79.7089,-33.5295,-113.0814,-54.7405
CLuster-1,63.7403,13.0168,134.5705,28.7837,-56.6540,82.6435,-72.9056,-37.2676,-105.8123,-48.7335
CLuster-1,57.9424,15.4487,126.9008,27.0174,-66.9576,85.4755,-77.4988,-31.5351,-113.2294,-56.8320
CLuster-1,61.7439,11.6810,132.1246,25.4391,-64.6658,73.6603,-73.9495,-32.3297,-111.9523,-47.8048
CLuster-1,59.5124,8.4305,131.5768,30.7534,-54.6385,87.5112,-68.5793,-33.9861,-108.5323,-48.1483
CLuster-1,57.3621,13.5292,133.7479,30.0928,-63.4614,82.3702,-74.5258,-30.6059,-112.2502,-47.8106
CLuster-1,56.9047,6.9129,128.4031,29.6955,-63.0626,82.2061,-74.0115,-31.6713,-114.0614,-49.3100
CLuster-1,61.4894,18.3766,129.5316,27.8522,-64.2805,84.2078,-78.5104,-37.1850,-109.8758,-51.4611
CLuster-1,62.6043,14.0340,131.4196,29.9536,-62.8865,87.2626,-81.2853,-40.1713,-109.3750,-56.1724
CLuster-1,61.9906,12.8822,136.5210,26.2821,-62.3166,78.9635,-73.2910,-32.3040,-108.8290,-49.8909
CLuster-1,59.1523,12.5713,131.7743,27.2739,-64.3381,79.8977,-73.3539,-28.8771,-113.2547,-49.4674
CLuster-1,61.3481,17.0759,133.5150,28.0685,-61.2332,81.3241,-74.8761,-36.2695,-106.5792,-46.8169
CLuster-1,58.3680,13.0803,138.3227,27.3625,-63.4516,80.9416,-74.1344,-31.3860,-113.2710,-49.5991
CLuster-1,62.1209,9.6128,133.1549,26.5109,-63.7581,74.5779,-73.5906,-29.4766,-111.0734,-48.9317
CLuster-1,54.5428,7.9758,131.6793,26.0843,-64.8646,74.5091,-73.7085,-28.4913,-110.3097,-48.4280
CLuster-1,59.3193,10.9585,129.9004,31.8933,-63.6105,85.2257,-83.0276,-37.0873,-109.5990,-55.2725
CLuster-1,60.5036,8.8451,135.0807,27.6173,-63.7192,78.2821,-75.2292,-32.5682,-112.5901,-49.1225
CLuster-1,59.2633,12.9612,131.3028,29.4267,-62.5263,84.5682,-75.5761,-33.6049,-112.6228,-51.0006
CLuster-1,59.5267,12.9118,136.2658,26.8275,-65.3225,73.4598,-77.8927,-31.9788,-111.0165,-49.0392
CLuster-1,63.1584,7.7982,133.9881,26.1581,-61.1273,73.6605,-74.9696,-34.3811,-108.0549,-50.3156
CLuster-1,62.6783,10.6272,132.0178,31.3601,-60.2769,84.2255,-81.4820,-38.9366,-106.1848,-53.9286
CLuster-1,61.0411,11.6468,129.1433,27.5243,-66.1107,80.3947,-77.1361,-29.1065,-111.8080,-55.5733
CLuster-1,62.0100,9.8307,133.0614,27.4576,-61.3129,84.7177,-76.1063,-37.1230,-113.3842,-54.2848
CLuster-1,65.9929,13.9683,131.4658,29.5779,-65.0680,73.8685,-81.1504,-32.9074,-104.0148,-50.0358
CLuster-1,59.0875,10.6304,132.2637,25.6888,-62.8989,81.7648,-74.4666,-34.9203,-114.2835,-50.9541
CLuster-1,62.4715,16.0297,129.6793,27.9746,-62.6238,82.7483,-77.1834,-35.4918,-109.8531,-53.1274
CLuster-1,57.4070,12.6094,130.7070,28.7876,-60.3135,83.4047,-69.8657,-29.1853,-106.8083,-46.7385
CLuster-1,63.7099,7.4932,134.6832,22.7389,-63.4506,73.9142,-75.3153,-36.6067,-110.2778,-53.0409
CLuster-1,63.8543,8.2361,132.6093,28.2726,-59.5379,85.8548,-76.7559,-39.7340,-109.5366,-56.4277
CLuster-1,57.7563,7.9791,131.6768,32.5712,-60.5142,82.1472,-76.7165,-32.0994,-109.4887,-49.8699
CLuster-1,62.1393,9.0243,133.7133,24.8169,-60.2519,80.1237,-75.0581,-39.4499,-110.4551,-52.6465
CLuster-1,63.3166,13.4577,134.3994,27.6609,-58.7596,79.7287,-72.8695,-35.6099,-107.2833,-48.1005
CLuster-1,59.0966,8.0722,133.6952,30.4590,-63.2133,78.6209,-78.8774,-31.7938,-108.5991,-50.3812
CLuster-1,64.3222,13.0960,131.6217,28.4260,-60.9885,78.9904,-77.4953,-37.9113,-105.0694,-50.6986
CLuster-1,61.2861,5.0814,134.1039,26.1372,-63.8227,77.8427,-76.6426,-32.4631,-111.5400,-55.3346
CLuster-1,62.8370,14.1796,132.6201,26.7804,-63.0800,82.6661,-77.9408,-36.5194,-111.0437,-55.5587
CLuster-1,59.2019,8.1149,131.4883,27.9200,-68.2905,78.4026,-79.8891,-30.7611,-112.3028,-55.6458
CLuster-1,64.4352,16.9486,129.2408,26.4911,-64.8403,83.8047,-80.7285,-38.7489,-110.1718,-56.6624
CLuster-1,60.2386,12.5370,133.3771,28.4394,-65.4030,79.3628,-77.2073,-29.2235,-110.2190,-52.8366
CLuster-1,59.4862,7.9992,137.7684,29.6917,-62.5006,78.4500,-77.3700,-31.9084,-108.8253,-50.1984
CLuster-1,57.4321,8.9649,128.1089,27.5140,-67.7213,80.4144,-77.5953,-28.8213,-114.9141,-54.2667
CLuster-1,62.6590,12.8927,131.4856,26.5012,-63.6519,79.2211,-77.1250,-35.8595,-109.1519,-50.6176
CLuster-1,58.5077,8.2187,128.8289,30.6573,-59.9803,79.2126,-71.3691,-27.4910,-107.6326,-46.8249
CLuster-1,59.3751,8.3696,136.5354,27.0443,-58.9067,79.8296,-71.3622,-33.6783,-109.1466,-48.8208
CLuster-1,61.8154,15.1499,130.4169,28.3547,-59.2082,80.2378,-74.5950,-37.0688,-106.9628,-46.4373
CLuster-1,56.5513,10.9179,135.5343,27.3317,-65.2690,79.5061,-76.1052,-32.1983,-114.1682,-50.4584
CLuster-1,63.8446,10.1958,133.2539,27.7373,-59.8095,77.5473,-74.1074,-35.7287,-106.9945,-49.7375
CLuster-1,57.2631,5.3901,126.8733,32.5764,-62.7126,84.9765,-78.7750,-29.6834,-109.3620,-53.8464
CLuster-1,59.2679,13.9115,135.8282,26.9808,-62.6429,83.0323,-73.1323,-33.5694,-111.9347,-49.8562
CLuster-1,58.2034,8.6883,130.5665,25.2469,-63.8640,77.2450,-73.5267,-30.1480,-114.0289,-51.9927
CLuster-1,62.1140,15.4210,129.0243,25.4888,-62.6290,82.9974,-73.6442,-34.4014,-112.4534,-53.3007
CLuster-1,58.1632,13.1258,129.1388,26.3304,-68.9910,79.5867,-76.3108,-30.1732,-116.9690,-53.8906
CLuster-1,59.5010,13.8523,133.1016,27.9816,-65.6881,79.2059,-78.5452,-33.2312,-111.7122,-50.7404
CLuster-1,58.3710,9.9143,135.5400,27.3402,-60.4732,85.6006,-71.7098,-33.9864,-111.8749,-49.3517
CLuster-1,58.2405,10.8364,135.4898,29.1614,-62.2975,83.1262,-75.1339,-31.8337,-115.1597,-51.4473
CLuster-1,64.3066,15.6103,137.6380,29.1169,-61.5719,86.6588,-79.1805,-39.5893,-108.2818,-53.7870
CLuster-1,58.5814,10.1731,128.5036,27.0229,-60.3825,84.9251,-68.4869,-29.4718,-114.5912,-49.7491
CLuster-1,57.6822,8.4208,135.4687,26.8316,-61.0579,80.3269,-74.4091,-35.3700,-113.0757,-50.6123
CLuster-1,57.5196,11.9451,133.2436,28.0647,-64.2291,79.7386,-77.6126,-31.7484,-110.4791,-52.4812
CLuster-1,63.5557,19.6185,132.5228,33.0894,-65.1264,86.9406,-80.5315,-30.6367,-105.2164,-52.6027
CLuster-1,61.0529,16.9131,131.0760,25.7585,-62.6409,82.6990,-74.5982,-35.0972,-110.1586,-51.9144
CLuster-1,61.7651,11.5526,136.2567,27.6220,-67.0382,76.1685,-77.3812,-28.1728,-109.5720,-52.6075
CLuster-1,54.6933,11.3032,127.9791,28.6785,-66.0997,83.5173,-73.4183,-27.5852,-115.5606,-49.8605
CLuster-1,59.0959,5.5304,136.5089,26.0540,-62.8161,78.2353,-75.7848,-34.2900,-113.0254,-53.1070
CLuster-1,59.9190,14.1302,131.5826,28.0077,-63.1687,84.6006,-77.2988,-36.0437,-109.6729,-53.2504
CLuster-1,56.9410,12.6085,132.8997,30.9299,-61.7964,84.2467,-79.2879,-35.1879,-109.3935,-50.7824
CLuster-1,59.8168,16.9796,128.5081,31.5667,-62.6569,84.5754,-79.6281,-35.0404,-107.8953,-51.2740
CLuster-1,60.2623,13.6713,135.1213,32.2331,-62.2580,83.6626,-81.6554,-35.6560,-108.7128,-52.1729
CLuster-1,58.0242,8.9573,134.1450,26.2155,-64.3015,76.7498,-72.3030,-29.1856,-114.2818,-49.7988
CLuster-1,61.7501,8.9383,136.3581,27.0545,-62.6907,76.0115,-76.2639,-34.6333,-110.1132,-50.0084
CLuster-1,62.6879,15.1527,128.9178,29.4827,-63.6820,82.8043,-80.5265,-36.9131,-107.9656,-53.9918
CLuster-1,61.0500,12.7448,131.1337,29.4273,-64.5579,86.4649,-79.7377,-35.1224,-112.2848,-55.9370
CLuster-1,57.0978,6.4288,129.8238,28.7527,-65.5328,78.2355,-76.1950,-27.8507,-113.1896,-51.8095
CLuster-1,57.1997,6.7820,131.4470,25.8867,-61.2873,80.5084,-72.5418,-34.1740,-113.2496,-49.7241
CLuster-1,57.0731,9.6288,133.0794,32.7739,-60.9475,87.8089,-76.7377,-31.1943,-110.1587,-52.8232
CLuster-1,59.1699,9.3060,134.3556,28.2050,-63.3091,79.6537,-76.7548,-32.7882,-111.6873,-50.6870
CLuster-1,60.0809,17.5965,129.8199,27.6291,-61.0171,84.3498,-75.2213,-36.3193,-107.9076,-50.5162
CLuster-1,60.3551,8.4473,134.6863,27.8610,-61.8306,84.3157,-77.6612,-34.5177,-113.6407,-55.2271
CLuster-1,58.6430,11.3395,129.9716,32.0456,-63.2191,88.3098,-81.5247,-35.4759,-111.5646,-54.6688
CLuster-1,58.6491,8.7682,132.7931,28.9090,-60.9305,83.9758,-76.2174,-35.3894,-113.3522,-52.8708
CLuster-1,58.3723,10.7314,130.9893,28.9791,-64.1660,83.8105,-77.7239,-33.5816,-113.0553,-52.0591
CLuster-1,56.2544,8.2638,130.3286,32.8929,-61.9683,88.7113,-77.9848,-31.1513,-113.4443,-55.0231
CLuster-1,62.6805,14.5302,130.9748,27.6801,-61.5059,80.1464,-76.0172,-38.1554,-107.5295,-48.7020
CLuster-1,59.6883,12.9102,134.2010,28.6672,-66.5213,79.0054,-79.2277,-32.4938,-112.0889,-51.2436
CLuster-1,61.0150,8.5082,135.2916,29.2240,-61.1519,78.6178,-75.1259,-33.8704,-108.7236,-47.4395
CLuster-1,63.6650,15.8725,130.4375,29.9593,-61.4357,81.8752,-79.2845,-36.1847,-104.9192,-51.7623
CLuster-1,58.7661,6.6678,131.8313,28.4917,-65.4200,77.6193,-75.8441,-28.4157,-112.0764,-52.6545
CLuster-1,57.0967,11.3721,133.0841,28.4962,-62.6415,86.9289,-70.9104,-28.8003,-113.5930,-50.9746
CLuster-1,62.8886,11.8356,132.0456,27.5006,-64.9909,77.1446,-80.5482,-35.0169,-106.9955,-53.3449
CLuster-1,61.1408,14.9450,137.0604,29.8310,-60.3040,81.3990,-75.6132,-36.8314,-108.7229,-46.1496
CLuster-1,62.8191,10.1534,130.2000,25.3958,-64.4775,76.3251,-79.4564,-35.7318,-109.6652,-55.6505
CLuster-1,58.1827,10.0786,130.6176,23.8506,-63.3564,83.6649,-71.0092,-32.4118,-118.2768,-54.7667
CLuster-1,67.0587,11.7558,130.4394,26.5639,-63.4363,77.4591,-76.4329,-34.1882,-108.0704,-52.3447
CLuster-1,61.9842,12.1775,134.2527,27.0517,-65.5747,74.5152,-72.7587,-25.1902,-108.4219,-49.0084
CLuster-1,58.2806,11.3787,132.7900,29.1581,-59.5396,84.0310,-72.8443,-32.9987,-110.2478,-49.2849
CLuster-1,61.0167,6.7509,137.2251,24.0040,-66.2447,75.7011,-76.6786,-31.3658,-115.4509,-56.1527
CLuster-1,61.2316,14.7208,130.3295,26.7626,-68.0567,78.3976,-80.1756,-31.0496,-109.0850,-55.8336
CLuster-1,63.5400,11.6599,133.7164,27.4718,-60.9778,78.4320,-74.7715,-35.2686,-107.2845,-48.0158
CLuster-1,61.9989,18.8702,129.3761,30.1739,-66.1437,82.8142,-78.9387,-31.2305,-110.3649,-51.6607
CLuster-1,60.8450,15.3261,130.3425,25.4990,-64.9163,78.8854,-74.7931,-32.5807,-113.0554,-51.8280
CLuster-1,60.5672,12.6837,132.1819,27.5605,-67.0638,81.2365,-77.9406,-31.7433,-114.5715,-53.2116
CLuster-1,59.9834,9.4608,129.2713,27.7897,-63.2259,78.2169,-77.1676,-34.6150,-111.6989,-50.8915
CLuster-1,60.0616,12.2750,129.3343,28.0261,-65.2226,78.3105,-76.4391,-29.8190,-111.2770,-53.2540
CLuster-1,59.3456,13.6043,131.3265,30.6187,-60.0749,84.9445,-74.3187,-32.5248,-107.7400,-49.3253
CLuster-1,57.3973,15.9038,134.4231,28.2594,-65.7672,83.4248,-76.4356,-31.5905,-114.2918,-50.3117
CLuster-1,62.3344,6.1650,133.1568,22.6144,-62.8344,70.5965,-69.3709,-29.1126,-111.5012,-48.7431
CLuster-1,63.1420,10.5079,126.4836,26.5688,-57.8490,84.2125,-72.9324,-37.2729,-110.7327,-53.2548
CLuster-1,60.2025,12.9739,132.4438,30.1050,-58.8883,81.8240,-72.5201,-32.6209,-106.4822,-46.5625
CLuster-1,59.8201,12.3152,130.2099,29.5146,-62.0269,86.4800,-78.9763,-38.0166,-112.3854,-54.3853
CLuster-1,59.6639,11.3588,135.3629,27.9388,-62.9341,75.8759,-76.8551,-32.7515,-109.9099,-48.4696
CLuster-1,60.1929,9.9260,131.7871,28.3386,-63.1224,80.6720,-76.4289,-32.6878,-110.0952,-51.7616
CLuster-1,62.7934,19.0396,128.3419,29.8740,-61.2346,83.0337,-77.1566,-37.7829,-106.2351,-47.4678
CLuster-1,60.3117,12.8586,129.5690,25.0083,-64.0598,82.9254,-74.6076,-34.1057,-112.2619,-53.8169
CLuster-1,59.6088,8.8500,132.3096,27.5830,-67.8056,82.5156,-78.5044,-32.3416,-115.4499,-56.2616
CLuster-1,58.9769,5.8475,135.5163,22.4878,-55.0682,81.9150,-63.8389,-36.1193,-116.0509,-48.4422
CLuster-1,65.5600,12.2274,132.5395,24.7474,-60.2943,78.0214,-74.0152,-36.3065,-107.3630,-52.8595
CLuster-1,58.9152,8.0335,136.6436,29.2077,-66.0307,75.8296,-79.8486,-31.2955,-108.3348,-50.8602
CLuster-1,58.9714,9.2575,131.1809,27.7028,-61.4547,82.8832,-74.2443,-32.8872,-112.0969,-51.3396
CLuster-1,64.4611,13.0349,131.2766,28.3146,-66.0881,82.7117,-83.7580,-38.3350,-109.7967,-57.3976
CLuster-1,57.7209,14.8835,127.5181,27.1229,-67.5575,83.4727,-77.6014,-31.2720,-113.2968,-56.5850
CLuster-1,59.6149,14.5566,131.1423,31.4629,-67.3615,86.8310,-83.6045,-32.6783,-111.2685,-57.2901
CLuster-1,57.7337,12.3448,126.8059,26.6911,-64.7316,82.0070,-74.5128,-32.5996,-114.5682,-50.8650
CLuster-1,58.4630,9.4229,130.4166,28.2850,-66.1403,79.0972,-76.9052,-29.9410,-113.2002,-53.7188
CLuster-1,66.1117,12.4538,132.6907,27.9719,-61.7941,78.7510,-78.2920,-33.3323,-105.4879,-54.8023
CLuster-1,64.5612,17.7384,134.7856,27.1536,-58.1562,80.0829,-73.8920,-38.6313,-103.4687,-46.7771
CLuster-1,59.0310,13.5900,131.8363,27.6114,-63.7014,81.0258,-76.0310,-33.2242,-110.8270,-51.8559
CLuster-1,62.2210,8.3906,135.1246,22.7593,-63.1268,75.1678,-75.5340,-37.1242,-112.6614,-54.8409
CLuster-1,58.6581,10.7563,132.0207,31.9640,-65.5212,82.6555,-78.2821,-28.4677,-109.6821,-52.6280
CLuster-1,60.8825,16.3023,131.3531,26.3273,-64.5352,82.0342,-76.0909,-35.4086,-110.3529,-52.3797
CLuster-1,57.8193,11.5788,133.6199,29.7526,-64.5466,86.3887,-78.2657,-33.5338,-116.2058,-54.6113
CLuster-1,60.8739,10.4802,136.2297,28.3902,-64.5025,77.8461,-77.0788,-31.5566,-110.4978,-49.7159
CLuster-1,62.9379,13.3312,128.9314,27.9652,-64.2877,76.8409,-77.1607,-31.7636,-107.7655,-50.7338
CLuster-1,60.6651,13.4360,130.5606,28.7868,-62.9467,84.7357,-76.6211,-33.3536,-107.6700,-52.5435
CLuster-1,58.1692,14.7037,131.2858,30.9847,-65.8847,81.8638,-78.3110,-30.3920,-111.7613,-50.0323
CLuster-1,56.9832,9.9340,131.6712,26.7663,-62.2308,80.1482,-73.4383,-31.8479,-114.1263,-48.9924
CLuster-1,62.1240,11.5313,131.8893,28.9771,-63.2110,77.9415,-77.8501,-32.3082,-109.0855,-50.6611
CLuster-1,59.4103,11.1914,131.3150,31.3141,-65.9965,82.0269,-82.2202,-30.5142,-109.9951,-54.9063
CLuster-1,58.4140,10.4943,131.7791,26.4262,-62.9450,85.8517,-74.5805,-34.6906,-117.9125,-54.3492
CLuster-1,60.2658,10.0508,133.4300,24.6627,-61.6291,77.4413,-72.4751,-33.7188,-111.5545,-49.4923
CLuster-1,64.5196,15.6422,138.0951,27.3407,-64.2740,73.3719,-78.1771,-34.1164,-105.3641,-48.5256
CLuster-1,57.7563,10.2553,131.5546,28.4972,-62.2488,84.9647,-73.9230,-31.6731,-113.1331,-52.0613
CLuster-1,54.8422,11.7555,134.0371,29.7245,-68.1545,84.7052,-78.5981,-28.4886,-116.4381,-54.2843
CLuster-1,59.6369,10.7739,135.0617,28.0628,-65.2919,75.0849,-76.4987,-29.7540,-107.6943,-47.3912
CLuster-1,59.5487,12.6589,132.4863,27.6085,-64.5750,79.6930,-73.9146,-29.1683,-113.0628,-50.2831
CLuster-1,55.9888,11.5738,133.2998,30.1864,-63.0936,84.5631,-79.7329,-36.2163,-112.8137,-52.2036
CLuster-1,59.8424,15.7697,132.2962,29.6076,-61.2581,84.7291,-76.6559,-37.2459,-111.7553,-48.4525
CLuster-1,53.2406,2.5808,136.0355,27.0958,-61.7140,78.1425,-70.0913,-27.5329,-117.3047,-48.1287
CLuster-1,59.6827,15.9462,134.3660,29.4127,-64.7333,82.5679,-81.4181,-36.5467,-109.9340,-52.7937
CLuster-1,59.8106,13.2260,133.3511,27.8923,-64.8083,81.2447,-80.3736,-37.4122,-113.2367,-52.6283
CLuster-1,60.2336,5.0227,127.5943,25.4807,-61.4336,79.1623,-70.3450,-29.5596,-110.6832,-53.9196
CLuster-1,62.0502,13.1392,131.5647,31.5503,-62.2661,79.3465,-79.5208,-32.5816,-104.5435,-49.3905
CLuster-1,60.1926,10.3591,131.3492,27.6474,-66.0247,77.1983,-77.6307,-29.4823,-110.9846,-51.6448
CLuster-1,61.0895,13.0372,132.9523,28.4422,-61.9604,83.8797,-72.8320,-32.9629,-111.1307,-50.4403
CLuster-1,61.9857,7.8626,136.0326,27.9427,-63.5196,74.1206,-79.1834,-33.7414,-105.4962,-51.1716
CLuster-1,63.0451,9.5977,131.7381,22.8116,-57.9875,74.9101,-69.6121,-35.4828,-110.0736,-49.1555
CLuster-1,59.3633,9.2441,135.6559,27.6694,-62.6872,80.2889,-76.0387,-36.1411,-111.6219,-50.9030
CLuster-1,60.7445,10.3955,135.4064,26.3778,-62.1708,80.3713,-75.0128,-34.0270,-111.5469,-52.2036
CLuster-1,64.3721,11.3582,128.5710,25.0499,-65.4285,78.9879,-82.5462,-40.8591,-109.2889,-56.4105
CLuster-1,65.5827,13.6530,136.4255,26.4097,-62.6668,82.1564,-80.5037,-42.6208,-108.6182,-53.0098
CLuster-1,62.3489,8.1111,132.5912,26.5965,-66.4680,78.1863,-84.3681,-38.2348,-114.7031,-59.9729
CLuster-1,59.5411,11.6282,130.7638,28.8130,-68.1540,82.0885,-82.5170,-33.2660,-114.1566,-56.2651
CLuster-1,58.2099,9.8916,127.8379,23.4518,-61.6670,82.2109,-70.3587,-32.7854,-114.5273,-54.0704
CLuster-1,60.1115,16.2318,131.5810,30.6861,-62.5224,80.8572,-77.4271,-30.6001,-105.8191,-49.8058
CLuster-1,64.7642,16.4721,135.1357,27.7594,-64.9662,75.3599,-78.0394,-34.2896,-107.2223,-47.8130
CLuster-1,62.8746,13.2749,128.6299,27.8503,-65.9137,79.7803,-77.8798,-30.3596,-109.7187,-55.4082
CLuster-1,64.2615,11.8473,133.0225,26.7847,-60.3504,82.2273,-76.6899,-39.5441,-110.8795,-53.4980
CLuster-1,61.2092,6.9674,133.3197,24.9426,-60.0988,76.8892,-72.3832,-34.6521,-110.5491,-50.7264
CLuster-1,60.2390,11.4079,131.3729,29.9429,-64.0182,85.9310,-78.1873,-34.6292,-112.2408,-53.9949
CLuster-1,58.2069,8.2034,133.1603,34.9622,-61.8435,82.5694,-77.1836,-26.3822,-107.3007,-48.9187
CLuster-1,60.8456,15.4143,135.9083,30.1087,-62.3143,85.8827,-76.2747,-35.2135,-108.7347,-50.6455
CLuster-1,60.8063,10.3221,137.4933,26.2296,-59.6671,82.2956,-73.8835,-37.1884,-110.6339,-51.4073
CLuster-1,60.6020,12.0897,135.6028,25.2246,-66.3970,77.0745,-77.0022,-33.8742,-115.6275,-52.8637
CLuster-1,58.0053,12.3440,127.4583,28.8330,-68.2894,80.7356,-80.7678,-30.2787,-113.2115,-54.0846
CLuster-1,60.7733,16.2505,132.2488,28.8314,-65.4524,79.2644,-77.7467,-32.6654,-109.1371,-47.5943
CLuster-1,64.4057,13.7751,133.6162,25.3850,-62.7523,77.0272,-75.9960,-38.1656,-109.5404,-49.0790
CLuster-1,62.3780,11.1407,130.2952,25.1655,-63.4552,78.9965,-80.8120,-40.3689,-112.2338,-55.8457
CLuster-1,63.0170,14.6130,135.7171,30.8691,-62.0175,79.2959,-78.0131,-33.3635,-105.6493,-47.2666
CLuster-1,60.9031,12.2603,132.4130,27.1963,-60.0789,82.3698,-72.5212,-35.5279,-109.7292,-49.5461
CLuster-1,64.5960,8.1364,136.4218,27.2569,-59.2604,77.3761,-72.2403,-32.2893,-104.7433,-50.1850
CLuster-1,55.8597,5.8963,132.0341,29.2320,-60.3914,81.0475,-69.8653,-26.7974,-112.7672,-49.5052
CLuster-1,58.1672,6.9335,132.1859,25.9693,-62.6426,78.1473,-72.6384,-28.4731,-113.7671,-52.1637
CLuster-1,60.7046,8.6029,133.0061,24.9304,-63.5963,77.3574,-72.8277,-31.7524,-112.7720,-52.0374
CLuster-1,63.1880,9.9140,130.7397,29.3953,-58.9079,81.3174,-76.5088,-37.5541,-106.1363,-49.8626
CLuster-1,57.0880,18.8834,128.0796,30.2646,-68.0385,84.1844,-79.1295,-29.0051,-112.5099,-51.4291
CLuster-1,63.4771,4.7835,135.7732,24.5600,-66.0981,75.2973,-79.7832,-34.9598,-110.5807,-57.6550
CLuster-1,63.5346,19.4933,134.5072,25.9037,-66.3551,76.3724,-83.0589,-39.3797,-107.2679,-50.4150
CLuster-1,63.6463,10.4080,131.7735,26.0319,-60.2772,81.4705,-70.8793,-33.3880,-110.8489,-51.9170
CLuster-1,59.9619,9.8443,130.2228,26.4386,-63.3772,81.3957,-74.9807,-34.4846,-113.9156,-53.9354
